url,content
http://www.budejie.com/detail-29835552.html, 你童年最喜欢吃的一款小零食是什么？只能说一款
http://www.budejie.com/detail-29930002.html, 刚刚看到一对情侣在路灯下吵架，男孩为了挽回芳心，居然跪了十分钟。没骨气，真TM怂，我当年可刚烈了，足足跪了一个通宵！
http://www.budejie.com/detail-29955730.html, 每个周末催孩子做作业都是一场恶战。儿子今天趴在地上对爸爸说道：“读书最没有用了，我读六年书，一分钱也没挣着。我这六年要是用来当乞丐，都不知道赚了多少了。”爸爸气愤地冲他喊：“你去要啊去要啊!”儿子低声说：“这个你要想好了，我面前那张纸会不太吉利，至少会写四个字：父母双亡……”.
http://www.budejie.com/detail-29956190.html,他还是那么的优秀
http://www.budejie.com/detail-29953016.html,只好如此了😼
http://www.budejie.com/detail-29956122.html,老师笑趴在办公桌上！
http://www.budejie.com/detail-29946565.html,东北的朋友告诉一下我，这是真的么
http://www.budejie.com/detail-29953246.html,感觉有点可爱
http://www.budejie.com/detail-29834695.html, 地球的年龄是怎么计算出来的？
http://www.budejie.com/detail-29893336.html, 结婚时，媳妇带来一个小瓶子，说以后的日子，每惹她哭一次，就往瓶子里滴一滴水，等哪天，瓶子满了，心也一定死了，会毫不犹豫地离开我。前几天我偷偷给那瓶子灌进两大勺水，被媳妇发现了……
http://www.budejie.com/detail-30168784.html,合作很完美！😂😂
http://www.budejie.com/detail-30135583.html,过年时爸爸给我女朋友包了600元红包，女友嫌我家太抠门，她觉得很丢人 …
http://www.budejie.com/detail-30127663.html,在哪可以玩到？
http://www.budejie.com/detail-30119346.html,养猫千日，用猫一时
http://www.budejie.com/detail-30088083.html,这种男朋友，还要吗？（2）
http://www.budejie.com/detail-30092472.html,老家韩城。 过年要捏馄饨 包饺子。 一年到头也就这两天觉得彻底放松。
http://www.budejie.com/detail-30086670.html,一看就是个有经历的答主……
http://www.budejie.com/detail-30053938.html,狗子：我为这个家付出了太多……
http://www.budejie.com/detail-30057377.html,有自知之明的女司机
http://www.budejie.com/detail-30057442.html,谁准你摸我屁股的？
http://www.budejie.com/detail-30032745.html, 年轻人下班回家，发现新婚妻子在发愁。我真是没用，她说，我刚才替你熨那套西装，把裤子臀部烧了个大洞。不要紧，她丈夫安慰说，那套衣服我多备了一条裤子。对，妻子高兴起来说，幸亏这样，我用那条裤子把烧的洞补上了。
http://www.budejie.com/detail-30032724.html, “当初是你要分开，分开就分开。”这句歌词一定是男人写的。如果是女人写，歌词应该这样：“当初是我要分开，你还真分开？”
http://www.budejie.com/detail-29962875.html,这是个秀儿
http://www.budejie.com/detail-30059205.html,神一般的五菱😅
http://www.budejie.com/detail-30032860.html, 老爸回老家四天还没回来！我给老爸打电话“爸，回来吧，老妈做的饭太难吃了，我都吃不下饿瘦了”“傻闺女瘦了好看，再说家里还有事回不去。”“我妈都瘦了一圈了！”“啥，你这个死丫头，赶紧给你妈叫份外卖，我马上回去给你妈做饭，你妈可不能瘦，瘦了又得花钱买衣服，”呃……
http://www.budejie.com/detail-30033029.html, 新婚不久，老妈来家里，见家里凌乱之极。便狠狠数落了老婆一顿，老婆非常委屈，待老妈走后，抄起手机就给岳母打电话诉苦……哭诉了半天，对方一句话没有说。未了来了一句：“下回看好了号码再打，我是你婆婆。”
http://www.budejie.com/detail-30057504.html,带你体验大自然可怕的一面！
��的女友，1米5，微胖。 某天早上，他俩手拉手出门帮大家买早点，早上有点雾，我奶奶眼睛又老花，只听她在三楼冲我哥大声喊：“大清早的，你拉着皮箱要去哪里啊？”
http://www.budejie.com/detail-30057448.html,一顿操作猛如虎，转眼摔成二百五
http://www.budejie.com/detail-30024870.html, 小弟上小学，酷爱数学，成天埋首数学题中。一天，正好播放《大明宫词》，舅舅问他：“武则天是谁？”小弟头也不抬，说：“五则添，四则舍，这还用问吗？”
http://www.budejie.com/detail-29894441.html,鹦鹉：咋滴？我还不能玩个大鹏展翅啊？
http://www.budejie.com/detail-29946479.html,嗯，对，你很凶，吓死我啦，哇。
http://www.budejie.com/detail-29925551.html,年纪大的人是如何漏脚踝的……哈哈哈哈哈哈哈
http://www.budejie.com/detail-29947188.html,婚礼途中发现老公成佛了怎么办？
http://www.budejie.com/detail-29840874.html,莫名感觉挺幸福的~~你以后也要像他这样宠我哦
http://www.budejie.com/detail-29901031.html, 早晨去楼下买油条，大妈说要2.5元一根。
http://www.budejie.com/detail-29940276.html,教你叠纸飞机中的战斗机
http://www.budejie.com/detail-29947046.html,你没见过的醉拳
http://www.budejie.com/detail-29945951.html,姑娘，这是想讹个男朋友啊
http://www.budejie.com/detail-29944531.html,好可怜的狗子，看起来好疼啊！😂
http://www.budejie.com/detail-29941870.html,当代年轻人是如何关灯的…
http://www.budejie.com/detail-29937684.html,主人睡觉猫咪用尾巴给主人当眼罩
http://www.budejie.com/detail-29941708.html,妈妈过年终于回家了，母子相拥的这一刻，无数人被感动了！
http://www.budejie.com/detail-29945090.html,这就是天气预报说的局部地区？
http://www.budejie.com/detail-29831840.html,女友给男友钱哄男友吃药，他却吃感冒冲剂
http://www.budejie.com/detail-29941313.html,听到自己的声音是这种感觉
http://www.budejie.com/detail-29942709.html,给话痨副驾驶配个方向盘是个好办法
http://www.budejie.com/detail-29841891.html,和大狗睡在一起，完全没有什么办法
http://www.budejie.com/detail-29939561.html,猫的瞳孔聚焦会变化
http://www.budejie.com/detail-29940446.html,"猫见到洞就想钻,任何洞"
http://www.budejie.com/detail-29938127.html,聪明的金毛自己挣脱狗链
http://www.budejie.com/detail-29941737.html,说话的秀恩爱，结果......
http://www.budejie.com/detail-29941467.html,太宠溺了……别人家的男朋友
http://www.budejie.com/detail-29872205.html,去睡沙发吧！这里没有你的位置了！！！
http://www.budejie.com/detail-29907336.html,你可能是世界上最孤独的steam用户了
http://www.budejie.com/detail-29941929.html,说话也太不算数了吧！！！
http://www.budejie.com/detail-29942590.html,我擦，什么情况？？
http://www.budejie.com/detail-29939992.html,粘人精！！！
http://www.budejie.com/detail-29936545.html,得此妻，夫复何求
http://www.budejie.com/detail-29938168.html,我想问一下女生，下图哪个是迪迦奥特曼？
http://www.budejie.com/detail-29936439.html,吃货就是有吃的必醒
http://www.budejie.com/detail-29937292.html,自行车进化史
http://www.budejie.com/detail-29936560.html,我妈已经三天没有打我了，三天没有打我了
http://www.budejie.com/detail-29938507.html,狗子：？？？
http://www.budejie.com/detail-29936618.html,妈妈再也不用担心我长智齿了
http://www.budejie.com/detail-29933156.html,转发这只飞跃的猫，未来一年内什么困难都可以轻松越过！
http://www.budejie.com/detail-29896528.html,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
http://www.budejie.com/detail-29873131.html,高铁上有的人到底能有多没素质？
http://www.budejie.com/detail-29899164.html,猫咪做完绝育后，麻药还没全退...但是一到开饭点...
http://www.budejie.com/detail-29863563.html,这是我见过最喜感的捕鼠器了。你感受过绝望吗？
http://www.budejie.com/detail-29879489.html,我滴妈呀，这谁顶得住。
http://www.budejie.com/detail-29879730.html,做单亲爸爸是什么体验？
http://www.budejie.com/detail-29814911.html, 老王：你怎么秃顶了？
http://www.budejie.com/detail-29745738.html,火狐突击！
http://www.budejie.com/detail-29752780.html,吃到美食的你
http://www.budejie.com/detail-29753016.html,小鸟：爸爸，爸爸，我饿了老爸：听不见，听不见，听不见
http://www.budejie.com/detail-29752170.html,听奶奶的话，没错的
http://www.budejie.com/detail-29752384.html,哈哈哈哈哈哈哈哈哈画面感真的强
http://www.budejie.com/detail-29752481.html,你在你男（女）朋友的手机里发现过什么秘密？
http://www.budejie.com/detail-29752617.html,这谁受得住啊？
http://www.budejie.com/detail-29752078.html,这是想骗我没进过城吗？？
http://www.budejie.com/detail-29752982.html,老虎：刚刚是不是想还手来着？
http://www.budejie.com/detail-29752400.html,现在90后员工容易离职，有没有什么办法可以留住他们呢？
http://www.budejie.com/detail-29752961.html,育儿概要，拿走不谢
http://www.budejie.com/detail-29751532.html,有点儿意思
http://www.budejie.com/detail-29753860.html,正是这么个道理
http://www.budejie.com/detail-29730824.html,辛苦了饲养员，帮你捶捶背
http://www.budejie.com/detail-29752836.html, 所谓表白，无非就是你兜里揣着一个苹果，去问对方喜不喜欢苹果，而对方有喜欢橘子鸭梨猕猴桃菠萝草莓等等N种可能，这种情况看运气。而有的人不一样！他们兜里揣的是金条。。
http://www.budejie.com/detail-29751570.html,断了线的木偶
http://www.budejie.com/detail-29745843.html,这么小的包包能装什么？
http://www.budejie.com/detail-29746883.html,兄dei，你是瞎吗？难怪这么疼……
http://www.budejie.com/detail-29752526.html,有钱真好
http://www.budejie.com/detail-29752247.html,有点厉害
http://www.budejie.com/detail-29750869.html,太真实了……
http://www.budejie.com/detail-29752974.html,除了长得好看，什么样的女生最吸引男生？
http://www.budejie.com/detail-29751713.html,一定要这么打击人吗？
http://www.budejie.com/detail-29752487.html,一看就是个熟练工了，看来它家大House还缺点基建材料，得薅点羊毛拿回去用。。。
http://www.budejie.com/detail-29750097.html,哈哈哈哈哈哈哈哈这个回答没毛病啊
http://www.budejie.com/detail-29750364.html,太精辟了，说出了多少男人的心声啊！！！
http://www.budejie.com/detail-29750385.html,卖肉的简直鬼才。。
http://www.budejie.com/detail-29749911.html,不用匿名，让网友给我评评理
http://www.budejie.com/detail-29749279.html,连小孩都变得那么有心机
http://www.budejie.com/detail-29749955.html,小小年纪就喜欢捉弄大人
�
http://www.budejie.com/detail-29751268.html,哈哈哈哈哈
http://www.budejie.com/detail-29730817.html,母猪的产后护理。
http://www.budejie.com/detail-29746690.html,猫版段正淳
http://www.budejie.com/detail-29745921.html,本深海恐惧症患者表示不行，感觉到了窒息！
http://www.budejie.com/detail-29745711.html,同学聚会上，老公的行为很丢人，谁的问题
http://www.budejie.com/detail-29746047.html,盐罐子没拧紧，咋能补救一下啊，在线等
http://www.budejie.com/detail-29752862.html, 你问我游戏重要还是女朋友重要？
http://www.budejie.com/detail-29750568.html,哈哈哈我每天的健身方式又被发现了
http://www.budejie.com/detail-29753217.html,熬夜和晚睡的区别
http://www.budejie.com/detail-29750401.html,这么可爱的病毒我也想要啊！！！ 好萌好萌
http://www.budejie.com/detail-29750837.html,用你的输入法打出“PY”，来测试一下你的纯洁度~
http://www.budejie.com/detail-29747791.html,被道德绑架了怎么办？
http://www.budejie.com/detail-29750739.html,我不想生活在，认为善良是弱点的世界里。
http://www.budejie.com/detail-29752063.html,少年好刀法！
http://www.budejie.com/detail-29752610.html,女朋友生气全过程
http://www.budejie.com/detail-29750748.html,今晚一定不再熬夜了，今晚一定
http://www.budejie.com/detail-29746792.html,大家早鸭！分享一只，大家都是好熊弟～
http://www.budejie.com/detail-29746014.html,在网吧看到的。
http://www.budejie.com/detail-29750817.html,一位灵魂骑手遇上了堵车，看样他挺无聊
http://www.budejie.com/detail-29753900.html,佛了，当年怎么就顾着看机器人了
http://www.budejie.com/detail-29751490.html,作为男人就算太邋遢了.也要保持整洁，有个性……
http://www.budejie.com/detail-29749428.html,没毛病...扎心了
http://www.budejie.com/detail-29752392.html,吃多少次亏才记得住
http://www.budejie.com/detail-29753327.html,我看了好多遍还是没看懂
http://www.budejie.com/detail-29751541.html,非常同意！
http://www.budejie.com/detail-29753023.html,当生活真的过得很艰难的时候，你是怎么熬过来的？
http://www.budejie.com/detail-29750357.html,如果赚了一个亿你还会上学吗
http://www.budejie.com/detail-29748207.html,有什么是你曾经拒绝现在接受的食物？在评论里聊一聊吧！
http://www.budejie.com/detail-29749444.html,对于第一次相亲，不知道大家都有什么样的经历？
http://www.budejie.com/detail-29745891.html,如果躺着的是你，你第一句话是什么？
http://www.budejie.com/detail-29745445.html, 成年了才觉得， 一个男人长的帅不帅，其实并不是那么重要。 更多的是他的能力，担当，责任，稳重……才能吸引女孩子。
http://www.budejie.com/detail-29746977.html,新衣服到了！晩上准备穿它出去跑步，我需要注意点什么吗……？
http://www.budejie.com/detail-29750864.html,哈哈哈哈无法反驳
http://www.budejie.com/detail-29744534.html,2019渣男鉴定测试全国卷！
http://www.budejie.com/detail-29747747.html,直男癌怎么说话的
http://www.budejie.com/detail-29747823.html,你喜欢的是哪种体型？
http://www.budejie.com/detail-29750434.html,没猜到结局系列
http://www.budejie.com/detail-29750205.html,牛顿：够了哦！差不多就行了别太过分！
http://www.budejie.com/detail-29744224.html,居然还有这种操作。服了
http://www.budejie.com/detail-29744507.html,我让你钓yu，看你怎么钓
http://www.budejie.com/detail-29751334.html,当了快十年的姐夫 只想在这里记录着这一天 我…求婚成功
http://www.budejie.com/detail-29747258.html,终于有人提出这个疑问了
http://www.budejie.com/detail-29745716.html,这就是传说中武当派，真人功夫厉害了
http://www.budejie.com/detail-29750623.html,一只有策略的猫，看监控抓老鼠！
http://www.budejie.com/detail-29748460.html, 如果你真的懂过我 在我咄咄逼人嘴不饶人那一刻  你就该知道 我到底有多难过 ​​​
http://www.budejie.com/detail-29749359.html,一次难忘的经历…
